quotes_USD_price,circulating_supply,id,quotes_USD_percent_change_7d,symbol,website_slug,max_supply,quotes_USD_volume_24h,quotes_USD_percent_change_1h,name,last_updated,total_supply,rank,quotes_USD_percent_change_24h,quotes_USD_market_cap
0.0824571,49935730,2744,-0.56,NPER,nper,,923446,-0.48,NPER,1531696963,250000000,608,9.74,4117555
0.0940203,,2746,-12.23,DASC,dascoin,,20269.4,-1,DasCoin,1531696963,889868500,1494,2.46,
0.00957885,,2747,-21.36,BMH,blockmesh,,13136.8,-6.28,BlockMesh,1531696962,2000000000,1503,-4.54,
0.280823,21972143,2748,31.22,LOKI,loki,,55846.2,4.27,Loki,1531696962,28892495,515,16.66,6170283
0.00643965,87314454,2749,-31.1,SGN,signals-network,,132237,-0.17,Signals Network,1531696963,185000000,877,-1.87,562275
0.0256808,84692607,2750,-11.61,SHL,oyster-shell,,9203.93,0.66,Oyster Shell,1531696962,98592692,717,4.72,2174974
0.0494475,31416193,2751,24.65,FND,fundrequest,,191.814,-0.24,FundRequest,1531696963,98611464,1026,-5.42,1553452
0.00330197,127756071,2752,-34.74,DTRC,datarius-credit,,348824,0.05,Datarius Credit,1531696962,239992867,903,7.15,421847
0.0349738,105676960,2753,-4.5,CLN,colu-local-network,,81679.2,-0.15,Colu Local Network,1531696961,1540701334,634,4.63,3695925
0.0124768,452857303,2754,-17.28,HER,heronode,,482599,-0.65,HeroNode,1531696962,2000000000,533,-0.47,5650210
0.0886031,,2755,-4.37,HERO,hero,,701.371,-0.08,Hero,1531696961,14765425,1540,1.25,
0.0439042,42135421,2756,-14.91,TKA,tokia,,65665.2,0.06,Tokia,1531696963,52669277,747,5.45,1849922
0.0181074,429900367,2757,-11.51,CLO,callisto-network,6500000000,30731.8,0.01,Callisto Network,1531696962,477154453,472,-2.35,7784378
0.0391948,134427622,2758,-9.84,UBT,unibright,,160919,-0.17,Unibright,1531696963,150000000,549,8.73,5268864
0.0257745,229951545,2759,-5.68,PAT,patron,,3927.79,-0.63,Patron,1531696963,400000000,523,-2.7,5926886
0.115693,,2760,-11.49,LBA,libra-credit,,2363190,-0.65,Libra Credit,1531696962,1000000000,1389,8.85,
0.0319295,94882477,2761,-32.61,LWF,local-world-forwarders,,87.1729,-0.04,Local World Forwarders,1531696962,106028745,998,9.45,3029550
0.064108,,2762,-24.12,OPEN,open-platform,,119782,-0.57,Open Platform,1531696962,1000000000,1467,1.27,
0.129585,28406766,2763,,MORPH,morpheus-network,,,,Morpheus Network,1529825688,51065818,993,,3681091
8.41E-05,82932191711,2764,5.92,SNTR,silent-notary,,266336,0.01,Silent Notary,1531696962,1.86463E+11,492,-2.86,6978570
0.00199597,4558132590,2765,-11.8,XYO,xyo-network,,10862.3,-4.08,XYO Network,1531697020,14198877960,435,3.94,9097896
0.0030413,6777751516,2766,-8.49,CPT,cryptaur,,54836.6,-0.26,Cryptaur,1531697021,27662180148,276,1.48,20613176
0.0043273,4416350572,2767,-14.76,APIS,apis,,22403900,-1.33,APIS,1531697022,9520000000,287,-0.83,19110874
0.0402181,24593615,2768,-24.13,FT,fabric-token,,4801.04,-1.66,Fabric Token,1531697021,43593615,819,-4.49,989108
0.0380907,,2769,-10.95,XRH,rhenium,,74636.7,-0.07,Rhenium,1531697021,8863934,1473,-0.87,
0.0215092,32032245,2770,-15.22,CAZ,cazcoin,,6.46408,-0.38,Cazcoin,1531697023,39117745,1074,,688988
0.0366686,130000009,2771,-30.71,RED,red,,987486,-0.12,RED,1531697022,200000000,572,-3.12,4766918
0.00680513,700000000,2772,-8.46,DGTX,digitex-futures,,12225.2,-0.22,Digitex Futures,1531697023,1000000000,573,4.84,4763591
7.97881,2269869,2773,-4.85,GIN,gincoin,,169315,1.4,GINcoin,1531697022,2276989,300,5.16,18110852
0.0286154,47713244,2774,3.3,INV,invacio,,33982.5,9.64,Invacio,1531697023,60000000,775,45.3,1365334
0.0111814,465244418,2775,-18.14,FACE,faceter,,218745,-0.32,Faceter,1531697023,938641610,553,1.03,5202084
0.13352,27226584,2776,35.74,AVA,travala,,10558.2,-0.2,Travala,1531697023,61571086,637,16.56,3635293
0.0248782,1141040005,2777,-16.53,IOTX,iotex,,1281020,0.65,IoTeX,1531697022,10000000000,218,3.72,28387021
0.301509,67306444,2778,-22.43,EXC,eximchain,,17532.6,-0.01,Eximchain,1531697023,150000000,281,5.07,20293499
0.00563733,,2779,-18.49,LUC,level-up,,248992,-0.54,Level Up Coin,1531697023,1308800000,1446,0.26,
0.178577,146098826,2780,-25.93,NKN,nkn,1000000000,973410,1.07,NKN,1531697022,700000000,235,3.04,26089890
0.00714772,242550845,2825,-9.13,NAVI,naviaddress,,121776,-0.38,Naviaddress,1531697023,1000000000,751,6.02,1733686
0.00455577,,2826,-8.22,ZIP,zip,,6503880,-0.14,ZIP,1531697023,1E+11,1384,2.32,
0.122533,58332939,2827,-9.4,SOUL,phantasma,,126128,-0.07,Phantasma,1531697022,91136374,487,5.56,7147710
0.00807637,,2828,-14.25,SPD,spindle,,60005.8,-0.44,SPINDLE,1531697022,10000000000,1477,4.51,
0.0928032,,2829,2.08,REPO,repo,,84506.8,0.75,REPO,1531697023,356999900,1472,2.31,
0.206683,,2830,-15.5,SEELE,seele,,10191200,-0.57,Seele,1531697022,1000000000,1380,2.36,
0.00083642,,2831,-67.24,EJOY,ejoy,,252152,-5.21,EJOY,1531697022,21000000000,1445,-10.16,
0.0497638,316465216,2833,-15.29,IVY,ivy,,285986,-0.4,Ivy,1531697023,1610924200,330,2.39,15748512
0.206542,,2834,1.76,CNET,contractnet,,169844,-0.38,ContractNet,1531697023,23000000,1458,31,
0.0500717,525844682,2835,-21.25,EDR,endor-protocol,,317439,-0.25,Endor Protocol,1531697023,1469247736,232,2.32,26329937
0.00413961,298382496,2836,-18.43,BBO,bigbom,,34771.1,-0.18,Bigbom,1531697023,1999751537,786,5.16,1235187
0.86533,2961300,2837,-16.7,0xBTC,0xbtc,,248570,-0.71,0xBitcoin,1531697023,20999984,686,1.8,2562502
0.0477693,436571463,2838,-28.62,PAI,pchain,,234556,0.25,PCHAIN,1531697023,2100000000,272,-1.71,20854713
0.072451,357431729,2840,-23.99,QKC,quarkchain,,6252770,-2.39,QuarkChain,1531697023,10000000000,237,4.43,25896286
0.0044593,4934048956,2841,-1.53,LYL,loyalcoin,,79597.4,1.2,LoyalCoin,1531697262,9000000000,261,3.98,22002405
0.00507019,,2842,25.66,BNK,bankera,,118681,-1.78,Bankera,1531697262,25000000000,1467,-1.18,
0.210075,,2843,-8,ETZ,ether-zero,,1722.12,-0.25,Ether Zero,1531697262,194000000,1530,12.59,
0.0134456,318758997,2844,-27.93,OMX,shivom,,334485,0.09,Shivom,1531697261,3000000000,599,-0.41,4285906
0.00522077,2652437840,2845,-16.79,MEDX,medx,,44575.7,-0.35,MediBloc [ERC20],1531697261,10000000000,353,-1.69,13847768
10.2483,,2846,-10.01,FTO,futurocoin,,189381,-0.26,FuturoCoin,1531697262,100000000,1456,1.18,
0.0298271,210477310,2847,-13.71,ABYSS,the-abyss,,1480560,-0.44,The Abyss,1531697261,508628132,513,1.62,6277928
0.00268071,611226584,2848,-12.06,PMNT,paymon,,27273.5,0.02,Paymon,1531697263,1000000000,760,-5.84,1638521
0.0292527,186192106,2849,-38.56,HUR,hurify,,83381.4,-8.68,Hurify,1531697263,273125000,542,-29.19,5446622
0.018606,,2850,-9.82,TMT,traxia,,307914,-0.03,TRAXIA,1531697263,1000000000,1441,4.67,
0.00149394,,2852,-23.34,EGCC,engine,,255555,-0.37,Engine,1531697263,10000000000,1444,-2.9,
0.00509639,,2853,-46.65,MRQ,mirq,,1805.46,-0.25,MIRQ,1531697263,2085844,1529,-6.98,
0.149834,42062758,2854,-4.29,PKC,pikciochain,,17720.6,18.83,PikcioChain,1531697263,83927273,511,16.66,6302431
0.125678,96039733,2855,-33.55,CBC,cashbet-coin,,22102.4,-0.6,CashBet Coin,1531697263,430000000,375,2.13,12070082
0.0411304,347433790,2856,-31.51,CEEK,ceek-vr,,199805,-0.24,CEEK VR,1531697263,1000000000,344,16.2,14290091
0.0486398,,2857,-44.5,SAL,salpay,,133946,-3.97,SalPay,1531697263,100000000,1464,7.8,
8.91E-05,,2858,-30.59,COU,couchain,,36939.5,19.72,Couchain,1531697263,30000000000,1484,6.95,
0.00219868,5518703559,2859,-19.76,XMX,xmax,,277744,-0.27,XMax,1531697263,30000000000,374,5.8,12133863
0.0706021,498730299,2861,-11.47,GO,gochain,,1850250,-0.16,GoChain,1531697263,1007367766,195,7.16,35211406
0.00205781,2749934937,2862,-44.98,SSP,smartshare,,981075,-3.8,Smartshare,1531697261,10000000000,531,-12.71,5658844
0.054404,,2865,,TRTT,trittium,,53412.8,-1.84,Trittium,1531697263,58069530,1480,-8.7,
0.0566852,,2866,-8.23,UPP,sentinel-protocol,,1000200,-0.22,Sentinel Protocol,1531697263,500000000,1410,2.99,
0.0294641,,2867,4.63,BWT,bittwatt,,57462.1,-7.93,Bittwatt,1531697263,9071175,1478,-23.23,
0.0181401,595356109,2868,-35.73,DAG,constellation,,848719,0.7,Constellation,1531697263,4000000000,397,5.85,10799819
0.00994403,1048735425,2869,-24.2,MVP,merculet,,1685500,-0.34,Merculet,1531697260,10000000000,405,-6.68,10428657
0.142126,6469131,2870,-25.26,FGC,fantasygold,,2216.39,-0.25,FantasyGold,1531697261,6780734,828,2.52,919432
0.00496267,1140027357,2872,-14.75,ETK,energitoken,,69625.4,0.61,EnergiToken,1531697263,2500000000,533,2.71,5657580
2.51455,,2873,-42.59,MET,metronome,,203655,-1.3,Metronome,1531697263,10005760,1453,1.59,
0.0509753,,2874,25.56,AOA,aurora,,308552,-1.15,Aurora,1531697263,10000000000,1440,9.84,
0.0234497,334016102,2875,-18.88,ALX,alax,,138972,-0.07,ALAX,1531697263,1000000000,469,8.71,7832577
0.0520383,406850164,2876,-27.89,TERN,ternio,,1744480,-0.72,Ternio,1531697323,999966667,270,-12.13,21171791
0.062044,,2877,-20.54,BOE,bodhi-eth,,31183.2,0.79,Bodhi [ETH],1531697322,100000000,1490,1.17,
0.690345,,2878,7.33,DFT,digifinextoken,,341638,-0.06,DigiFinexToken,1531697323,2100000000,1437,-5.86,
0.118068,43698863,2879,-15.32,ORS,origin-sport,,625517,-0.26,Origin Sport,1531697322,300000000,557,-0.67,5159437
0.0192678,428994997,2880,-21.79,RTE,rate3,,608886,-0.51,Rate3,1531697323,1000000000,461,-12.34,8265790
0.0274244,873800162,2881,-18.49,DCC,distributed-credit-chain,,2601250,-0.26,Distributed Credit Chain,1531697323,3384960382,249,2.13,23963445
0.454699,40000000,2882,-26.66,ZCN,0chain,,44197.8,-0.21,0chain,1531697323,400000000,299,-0.84,18187960
0.141587,3144844,2883,-28.67,ZINC,zinc,,52545.1,-0.11,ZINC,1531697323,24000000,900,-4.33,445269
0.388236,3509535,2884,-44.89,FSBT,forty-seven-bank,,393774,0.17,Forty Seven Bank,1531697323,3699483,777,4.51,1362528
0.0102124,,2885,-10.46,EGT,egretia,,2350680,0.07,Egretia,1531697322,8000000000,1391,0.38,
0.483774,96727971,2886,-17.14,TTU,tatatu,,225938,-0.04,TaTaTu,1531697323,10000000000,153,0.15,46794477
0.0154013,,2887,-16.86,DOR,dorado,,1640050,1.02,Dorado,1531697322,695583782,1398,19.27,
0.0238702,,2888,-19.56,CAR,carblock,,222556,-0.34,CarBlock,1531697323,1800000000,1448,5.02,
0.0140835,78286331,2889,-32.66,BOB,bobs-repair,,171001,-1.81,Bob's Repair,1531697323,360000000,805,1.26,1102546
0.000255241,5471056500,2890,13.57,KNDC,kanadecoin,,9139.23,-0.08,KanadeCoin,1531697323,10000000000,774,35.63,1396438
0.00590655,,2891,-20.73,CARD,cardstack,,1793890,0.84,Cardstack,1531697323,6000000000,1396,10.69,
0.15716,,2892,-43.39,WWB,wowbit,,944245,-0.15,Wowbit,1531697323,1111074832,1411,5.69,
0.0620298,20167612,2893,-30.67,ONL,on-live,,3996.64,-0.57,On.Live,1531697323,59725382,784,23.3,1250993
0.19885,,2894,-13.27,OTB,otcbtc-token,,145558,-0.19,OTCBTC Token,1531697323,199470888,1463,4,
0.133401,,2895,41.62,CONI,coni,,105632000,-0.02,Coni,1531697323,1000000000,1375,22.65,
0.0159232,2163833975,2896,-20.11,MFT,mainframe,,4479710,-0.81,Mainframe,1531697322,10000000000,199,2.69,34455161
0.00516622,717846353,2897,-40.06,CCCX,clipper-coin,,224299,0.29,Clipper Coin,1531697323,5000000000,633,-6.6,3708552
0.729759,,2898,-46.32,GOT,gonetwork,,5776310,0.27,GoNetwork,1531697323,100000000,1385,4.36,
0.0265112,90245936,2899,-35.25,THRT,thrive-token,,802557,-0.16,Thrive Token,1531697323,202027490,702,0.29,2392528
1.23588,,2900,-6.59,PAI,project-pai,,107520000,2.71,Project Pai,1531697322,1660363531,1374,21.99,
0.0067003,,2901,-19.67,FTI,fanstime,,281707,1.5,FansTime,1531697323,10000000000,1442,12.29,
0.0316891,,2902,-9.98,PCH,popchain,,682851,-3.37,POPCHAIN,1531697323,2000000000,1421,2.55,
0.00577418,,2903,-28.34,SEER,seer,,238380,-0.09,SEER,1531697322,4100000000,1447,1.5,
,,2904,,FT,fcoin-token,,,,FCoin Token,,2510925464,1641,,
0.0241617,,2906,-36.77,ESS,essentia,,110737,-0.37,Essentia,1531697382,1755313373,1468,3.85,
0.00979708,,2907,7.99,KBC,karatgold-coin,,345607,7.44,Karatgold Coin,1531697444,12000000000,1436,-2.27,
0.0023364,,2908,,HSC,hashcoin,,2358880,-0.28,HashCoin,1531697443,50000000000,1390,0.2,
0.00815625,,2909,,LIKE,likecoin,,52108,-0.11,LikeCoin,1531697443,800000000,1481,4.22,
0.0022511,139029333,2910,,YUP,crowdholding,,75318.1,-1.59,Crowdholding,1531697443,445000000,922,0.44,312969
0.0480189,,2911,,ORS,ors-group,,1379.91,-0.72,ORS Group,1531697443,557670520,1531,1.24,
0.19975,5767823,2912,,XSG,snowgem,80960000,23426.6,-2.77,SnowGem,1531697443,80960000,798,1.88,1152123
0.0268229,,2913,,DTX,data-exchange,,3848560,1.34,DaTa eXchange,1531697383,46094019,1386,-11.42,
0.00728487,,2914,,BKBT,beekan,,150243,-2.36,BeeKan,1531697443,10000000000,1461,-0.56,
0.0625435,92349198,2915,,MOC,mossland,,233568,-1.81,Mossland,1531697443,500000000,528,7.54,5775842
0.0524906,,2917,,SFU,saifu,,393944,-0.25,Saifu,1531697443,112161073,1433,3.89,
0.229284,,2918,,BZ,bit-z-token,,9285370,-1.23,Bit-Z Token,1531697443,1200000000,1381,16.89,
0.490889,,2919,,DWS,dws,,3691.57,-0.72,DWS,1531697443,500000000,1514,-27.8,
0.0368618,,2920,,ZXC,0xcert,,859236,-0.51,0xcert,1531697442,500000000,1413,-3.13,
0.0415239,,2921,,OLT,oneledger,,11893400,0.51,OneLedger,1531697443,1000000000,1379,7.02,
0.0329911,,2922,,ATMI,atonomi,,189263,0.42,Atonomi,1531697384,1000000000,1456,3.95,
0.998167,,2927,,NUSD,nusd,,74659.5,-0.07,nUSD,1531697442,640680,1474,-0.68,
0.0535895,,2930,,IQ,everipedia,10000000000,313679,12.26,Everipedia,1531697442,1135599492,1439,34.51,
0.0518068,,2933,,BMX,bitmart-token,,1751000,-2.49,BitMart Token,1531697443,757732715,1397,8.79,
